full_name,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end
apache/nuttx,1217,3 days 06:11:07.478225143,0 days 08:11:52,57,1286,1432,9 days 00:16:27.950418994,0 days 07:19:06,297,5 days 18:05:20.472193851,-1 days +23:07:14,1464
apache/felix-antora-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/mxnet-events,0,NaT,NaT,0,1,0,NaT,NaT,1,NaT,NaT,0
apache/ofbiz-site,2,84 days 01:01:11,84 days 01:01:11,1,1,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-serviceusermapper,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/cordova-plugin-test-framework,12,52 days 13:50:39.416666667,1 days 19:04:26,11,10,1,0 days 03:10:50,0 days 03:10:50,10,-53 days +13:20:10.583333333,-2 days +08:06:24,1
apache/fineract-cn-accounting,0,NaT,NaT,0,1,1,190 days 03:15:37,190 days 03:15:37,3,NaT,NaT,0
apache/camel-kafka-connector,495,5 days 00:47:03.214141414,0 days 01:17:06,39,510,101,24 days 04:57:22.405940594,2 days 00:15:26,82,19 days 04:10:19.191799180,1 days 22:58:20,108
apache/shenyu-client-python,0,NaT,NaT,0,0,0,NaT,NaT,8,NaT,NaT,0
apache/sling-org-apache-sling-commons-scheduler,1,0 days 00:03:13,0 days 00:03:13,0,1,0,NaT,NaT,1,NaT,NaT,1
apache/accumulo-wikisearch,2,0 days 00:42:36.500000,0 days 00:42:36.500000,0,2,1,0 days 00:15:37,0 days 00:15:37,0,-1 days +23:33:00.500000,-1 days +23:33:00.500000,1
apache/sling-org-apache-sling-launchpad-test-services,0,NaT,NaT,0,0,1,0 days 21:05:53,0 days 21:05:53,0,NaT,NaT,2
apache/cordova-plugin-media,15,120 days 12:50:02.800000,1 days 14:48:52,100,18,15,397 days 08:09:38.400000,3 days 13:11:31,112,276 days 19:19:35.600000,1 days 22:22:39,17
apache/sling-org-apache-sling-scripting-bundle-tracker-it,0,NaT,NaT,0,1,1,0 days 00:13:57,0 days 00:13:57,0,NaT,NaT,2
apache/mynewt-nimble,48,59 days 03:29:20.395833333,9 days 21:10:01.500000,106,60,112,18 days 22:23:24,1 days 22:23:36.500000,139,-41 days +18:54:03.604166667,-8 days +01:13:35,133
apache/cordova-osx,3,1 days 03:16:32,1 days 04:40:22,7,6,0,NaT,NaT,0,NaT,NaT,0
apache/geronimo-specs,0,NaT,NaT,8,2,0,NaT,NaT,10,NaT,NaT,0
apache/commons-math,16,59 days 17:26:37.687500,0 days 16:42:30.500000,206,32,27,205 days 18:56:06.703703704,0 days 22:40:34,233,146 days 01:29:29.016203704,0 days 05:58:03.500000,25
apache/fineract-cn-command,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-testing-clients,2,13 days 14:20:56,13 days 14:20:56,1,2,3,50 days 16:51:16.666666666,12 days 01:31:57,2,37 days 02:30:20.666666666,-2 days +11:11:01,6
apache/ozone-docker-builder,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/ratis-thirdparty,6,7 days 09:01:51.500000,2 days 03:08:25.500000,1,6,7,3 days 00:27:05,1 days 11:39:53,0,-5 days +15:25:13.500000,-1 days +08:31:27.500000,7
apache/jena,194,48 days 19:51:07.298969072,1 days 11:53:30.500000,152,206,284,10 days 00:04:17.436619718,0 days 20:16:21.500000,181,-39 days +04:13:10.137650646,-1 days +08:22:51,279
apache/gora,25,386 days 18:50:15.160000,15 days 10:11:20,124,22,0,NaT,NaT,154,NaT,NaT,9
apache/netbeans-mavenutils-archetype-netbeans-platform-app-archetype,0,NaT,NaT,0,0,1,97 days 23:54:09,97 days 23:54:09,2,NaT,NaT,1
apache/openwhisk-runtime-rust,2,0 days 03:19:51.500000,0 days 03:19:51.500000,0,2,4,23 days 16:37:51.250000,10 days 11:57:21.500000,1,23 days 13:17:59.750000,10 days 08:37:30,3
apache/bloodhound,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/cordova-plugin-battery-status,4,3 days 14:07:04,0 days 23:51:10,8,4,6,1 days 10:44:34.333333333,1 days 03:45:40.500000,9,-3 days +20:37:30.333333333,0 days 03:54:30.500000,9
apache/servicemix-documentation,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/drill,71,136 days 04:38:59.028169014,4 days 15:07:08,2670,102,275,151 days 16:39:28.461818182,7 days 10:59:08,2764,15 days 12:00:29.433649168,2 days 19:52:00,272
apache/iotdb-website,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/airavata-php-gateway,0,NaT,NaT,5,1,1,0 days 00:00:21,0 days 00:00:21,6,NaT,NaT,1
apache/shenyu-dashboard,54,34 days 13:26:45.962962963,0 days 01:46:10.500000,5,51,54,15 days 23:21:21.333333333,1 days 07:13:31.500000,8,-19 days +09:54:35.370370370,1 days 05:27:21,47
apache/maven-pdf-plugin,0,NaT,NaT,7,2,6,41 days 18:32:44.833333333,17 days 23:09:30.500000,9,NaT,NaT,9
apache/servicecomb-samples,7,0 days 00:15:17,0 days 00:00:18,3,10,4,2 days 13:26:33.750000,0 days 02:13:09.500000,9,2 days 13:11:16.750000,0 days 02:12:51.500000,8
apache/tomcat-connectors,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/flink-jira-bot,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,2
apache/shardingsphere-elasticjob-doc,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/singa-site,7,0 days 00:00:41.857142857,0 days 00:00:12,0,7,1,0 days 01:47:57,0 days 01:47:57,0,0 days 01:47:15.142857143,0 days 01:47:45,1
apache/commons-ognl,20,17 days 21:37:43.200000,0 days 01:11:39.500000,68,19,35,40 days 20:39:44.828571428,9 days 23:57:03,66,22 days 23:02:01.628571428,9 days 22:45:23.500000,32
apache/openoffice,22,19 days 13:56:40.318181818,1 days 11:24:19.500000,17,25,12,134 days 09:22:58.833333334,7 days 13:34:26,12,114 days 19:26:18.515151516,6 days 02:10:06.500000,10
apache/sling-org-apache-sling-extensions-webconsolesecurityprovider,0,NaT,NaT,0,0,2,25 days 23:01:30.500000,25 days 23:01:30.500000,0,NaT,NaT,2
apache/plc4x,44,20 days 16:07:11.954545454,2 days 11:54:31.500000,3,48,217,5 days 10:28:35.940092165,0 days 08:03:38,14,-16 days +18:21:23.985546711,-3 days +20:09:06.500000,305
apache/yetus,229,130 days 06:28:45.938864628,2 days 18:03:51,245,224,31,19 days 09:30:31.709677419,4 days 14:20:53,223,-111 days +03:01:45.770812791,1 days 20:17:02,36
apache/tika,131,57 days 03:53:06.145038168,5 days 04:39:24,790,201,411,51 days 20:40:16.982968370,0 days 01:49:16,1040,-6 days +16:47:10.837930202,-6 days +21:09:52,429
apache/jclouds,37,985 days 22:59:12.513513520,360 days 13:41:29,474,25,23,82 days 14:18:37.826086957,2 days 14:36:22,477,-904 days +15:19:25.312573437,-358 days +00:54:53,27
apache/james-jspf,0,NaT,NaT,0,0,2,8 days 10:46:22,8 days 10:46:22,0,NaT,NaT,2
apache/maven-dependency-analyzer,15,9 days 19:44:44.200000,0 days 09:39:39,1,17,4,32 days 21:53:52.500000,18 days 14:24:59,1,23 days 02:09:08.300000,18 days 04:45:20,9
apache/couchdb-erlfdb,3,0 days 00:47:30,0 days 00:41:00,0,3,0,NaT,NaT,5,NaT,NaT,0
apache/dubbo-go-pixiu,82,13 days 03:27:48.195121951,3 days 05:06:36.500000,0,100,73,21 days 23:07:41.958904109,3 days 12:38:18,38,8 days 19:39:53.763782158,0 days 07:31:41.500000,83
apache/commons-vfs,66,137 days 20:13:51.787878788,8 days 12:31:52.500000,276,70,97,22 days 20:05:47.154639175,0 days 08:47:55,265,-116 days +23:51:55.366760387,-9 days +20:16:02.500000,99
apache/maven-doxia-site,1,16 days 03:13:36,16 days 03:13:36,0,1,5,71 days 06:40:24.800000,90 days 23:54:45,3,55 days 03:26:48.800000,74 days 20:41:09,6
apache/mina-ftpserver,0,NaT,NaT,135,3,2,77 days 10:35:43,77 days 10:35:43,146,NaT,NaT,9
apache/sling-org-apache-sling-jcr-registration,0,NaT,NaT,1,0,1,32 days 17:38:04,32 days 17:38:04,2,NaT,NaT,1
apache/shenyu-watcher,0,NaT,NaT,0,0,3,0 days 17:50:08.666666666,0 days 00:00:16,0,NaT,NaT,3
apache/aurora,0,NaT,NaT,16,0,0,NaT,NaT,16,NaT,NaT,0
apache/openoffice-org,1,0 days 00:53:46,0 days 00:53:46,0,1,2,1 days 12:53:15.500000,1 days 12:53:15.500000,0,1 days 11:59:29.500000,1 days 11:59:29.500000,2
apache/james-project,51,44 days 03:50:19.607843137,6 days 01:02:32,23,55,309,36 days 22:37:35.343042071,3 days 18:28:54,25,-8 days +18:47:15.735198934,-3 days +17:26:22,296
apache/sling-slingpackager,1,3 days 13:30:20,3 days 13:30:20,1,0,1,89 days 13:26:06,89 days 13:26:06,2,85 days 23:55:46,85 days 23:55:46,3
apache/skywalking-banyandb,0,NaT,NaT,0,0,94,4 days 06:52:46.010638297,0 days 08:24:05.500000,2,NaT,NaT,93
apache/servicecomb-service-center,142,15 days 04:55:33.204225352,0 days 21:33:05.500000,50,146,45,4 days 13:03:26.111111111,0 days 02:14:28,93,-11 days +08:07:52.906885759,-1 days +04:41:22.500000,57
apache/airflow-JamesIves-github-pages-deploy-action,0,NaT,NaT,0,2,0,NaT,NaT,4,NaT,NaT,0
apache/apisix-java-plugin-runner,0,NaT,NaT,0,0,61,42 days 03:58:38.688524590,1 days 20:59:24,21,NaT,NaT,66
apache/couchdb-jiffy,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/datasketches-website,7,7 days 06:01:20.571428571,0 days 03:25:34,1,6,11,12 days 05:12:34.818181818,1 days 05:05:58,0,4 days 23:11:14.246753247,1 days 01:40:24,11
apache/openwhisk-package-rss,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sedona,46,80 days 23:00:11.413043478,1 days 17:41:34.500000,119,53,193,39 days 15:40:14.222797927,8 days 07:55:09,174,-42 days +16:40:02.809754449,6 days 14:13:34.500000,195
apache/trafficserver-ingress-controller,50,5 days 07:53:05.100000,0 days 01:01:11,0,67,16,0 days 03:11:58.312500,0 days 00:40:16,16,-6 days +19:18:53.212500,-1 days +23:39:05,16
apache/camel-k-examples,23,0 days 22:57:20.869565217,0 days 01:24:11,0,23,13,2 days 22:59:52.461538461,1 days 16:53:44,3,2 days 00:02:31.591973244,1 days 15:29:33,12
apache/couchdb-pkg,6,19 days 10:50:58.166666666,0 days 10:42:54.500000,2,6,4,13 days 02:33:02.250000,1 days 17:14:18,9,-7 days +15:42:04.083333334,1 days 06:31:23.500000,5
apache/gobblin,381,114 days 17:17:15.110236220,43 days 00:32:27,582,270,99,12 days 12:44:49.090909090,4 days 21:11:11,701,-103 days +19:27:33.980672870,-39 days +20:38:44,184
apache/commons-configuration,41,27 days 21:36:05.487804878,5 days 18:49:19,100,50,80,77 days 17:02:24.875000,0 days 06:16:37.500000,105,49 days 19:26:19.387195122,-6 days +11:27:18.500000,79
apache/infrastructure-boxer,0,NaT,NaT,0,0,11,14 days 04:50:34.818181818,0 days 00:09:44,1,NaT,NaT,10
apache/hawq-docs,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,2
apache/sling-feature-converter-maven-plugin,4,0 days 10:22:07.250000,0 days 10:22:52,0,4,0,NaT,NaT,1,NaT,NaT,0
apache/flume-site,0,NaT,NaT,0,0,1,0 days 00:44:12,0 days 00:44:12,0,NaT,NaT,1
apache/hadoop-mapreduce,16,99 days 10:47:00.562500,6 days 17:58:44,1626,33,18,310 days 13:12:03.722222224,48 days 05:24:44,1670,211 days 02:25:03.159722224,41 days 11:26:00,35
apache/sling-maven-launchpad-plugin,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,1
apache/airavata,47,104 days 07:18:50.723404256,39 days 04:59:47,694,64,85,38 days 20:24:54.176470588,0 days 02:02:37,846,-66 days +13:06:03.453066332,-40 days +21:02:50,101
apache/sling-org-apache-sling-scripting-sightly-compiler,1,0 days 21:43:54,0 days 21:43:54,1,1,0,NaT,NaT,2,NaT,NaT,0
apache/infrastructure-blocky4,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/syncope,67,68 days 20:54:01.029850746,0 days 23:02:13,31,63,72,50 days 09:24:47.527777778,0 days 08:52:45.500000,29,-19 days +12:30:46.497927032,-1 days +09:50:32.500000,69
apache/tomee-patch-plugin,0,NaT,NaT,0,0,0,NaT,NaT,5,NaT,NaT,0
apache/sling-scriptingbundle-maven-plugin,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-htl-maven-plugin,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/dolphinscheduler-datawarehouse,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/directory-project,0,NaT,NaT,11,0,1,0 days 04:24:01,0 days 04:24:01,11,NaT,NaT,2
apache/fundraising-site,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/trafficserver-ci,0,NaT,NaT,0,0,16,0 days 00:03:20.250000,0 days 00:00:09,2,NaT,NaT,16
apache/fineract-cn-deposit-account-management,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/sling-feature-launcher-maven-plugin,0,NaT,NaT,0,0,7,41 days 07:06:55.142857143,0 days 02:59:33,3,NaT,NaT,4
apache/ignite-teamcity-bot,16,11 days 18:02:24.812500,5 days 23:47:21,1,17,3,3 days 13:26:04,3 days 20:40:51,1,-9 days +19:23:39.187500,-3 days +20:53:30,4
apache/ozone-site,1,6 days 22:36:40,6 days 22:36:40,0,1,6,75 days 22:57:14.166666667,10 days 06:39:19,1,69 days 00:20:34.166666667,3 days 08:02:39,8
apache/kafka,1192,94 days 08:57:41.802013423,10 days 15:11:50.500000,3534,1513,1031,125 days 16:09:52.263821532,8 days 13:30:45,4796,31 days 07:12:10.461808109,-3 days +22:18:54.500000,1214
apache/aries-antora,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/rocketmq-client-go,51,25 days 18:23:48.568627451,5 days 21:33:32,42,76,141,50 days 00:41:49.163120567,5 days 21:45:20,45,24 days 06:18:00.594493116,0 days 00:11:48,132
apache/sling-org-apache-sling-resourceresolver,21,2 days 14:25:53.714285714,0 days 22:25:22,2,23,17,191 days 13:39:06.647058824,16 days 21:13:30,9,188 days 23:13:12.932773110,15 days 22:48:08,14
apache/libcloud,55,43 days 15:43:44.636363636,11 days 15:13:11,479,67,96,12 days 12:22:40.156250,1 days 19:13:39,514,-32 days +20:38:55.519886364,-10 days +04:00:28,112
apache/servicemix4-bundles,0,NaT,NaT,8,0,38,93 days 14:27:26.684210526,99 days 03:36:51,83,NaT,NaT,160
apache/sling-org-apache-sling-feature-extension-apiregions,9,38 days 13:31:22.777777778,1 days 16:49:53,2,7,1,12 days 10:32:46,12 days 10:32:46,0,-27 days +21:01:23.222222222,10 days 17:42:53,2
apache/groovy-release,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-plugin-contacts,0,NaT,NaT,35,3,1,607 days 20:39:05,607 days 20:39:05,44,NaT,NaT,1
apache/shiro-site,12,0 days 03:07:24.833333333,0 days 00:17:01.500000,0,12,14,10 days 03:19:36.428571428,3 days 23:16:28.500000,2,10 days 00:12:11.595238095,3 days 22:59:27,14
apache/logging-log4php,3,1397 days 01:13:21,1442 days 19:18:37,69,0,0,NaT,NaT,66,NaT,NaT,0
apache/sling-org-apache-sling-scripting-sightly-models-provider,1,442 days 17:51:23,442 days 17:51:23,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-testing-jcr-mock,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/camel-karaf,46,0 days 06:21:02.413043478,0 days 00:24:25,0,46,62,6 days 03:05:10.903225806,0 days 04:53:48.500000,2,5 days 20:44:08.490182328,0 days 04:29:23.500000,63
apache/struts-examples,24,0 days 01:06:58.541666666,0 days 00:07:56,0,24,58,2 days 16:59:13.379310344,0 days 05:54:44.500000,0,2 days 15:52:14.837643678,0 days 05:46:48.500000,58
apache/cordova-plugin-device-motion,8,38 days 21:58:07.375000,1 days 00:01:03.500000,1,7,6,1 days 10:21:10.666666666,1 days 03:11:11,2,-38 days +12:23:03.291666666,0 days 03:10:07.500000,8
apache/felix,70,200 days 08:27:57.171428572,3 days 19:49:45.500000,845,80,43,458 days 19:42:24.302325584,8 days 19:31:43,834,258 days 11:14:27.130897012,4 days 23:41:57.500000,41
apache/cocoon,0,NaT,NaT,408,1,20,131 days 19:01:00.800000,164 days 10:47:05.500000,416,NaT,NaT,22
apache/dubbo-go-hessian2,40,8 days 08:06:54.950000,1 days 23:00:26,8,45,26,4 days 02:38:20.192307692,1 days 21:44:58.500000,5,-5 days +18:31:25.242307692,-1 days +22:44:32.500000,27
apache/infrastructure-loggy,1,0 days 00:22:31,0 days 00:22:31,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/commons-bsf,1,1 days 01:02:59,1 days 01:02:59,12,6,34,79 days 18:15:26.352941176,27 days 23:59:36.500000,22,78 days 17:12:27.352941176,26 days 22:56:37.500000,27
apache/parquet-mr,48,135 days 15:48:09.166666666,12 days 08:55:26.500000,97,50,29,55 days 00:41:52.758620690,45 days 10:02:45,111,-81 days +08:53:43.591954024,33 days 01:07:18.500000,37
apache/hadoop-thirdparty,1,5 days 19:55:50,5 days 19:55:50,0,1,1,51 days 14:48:21,51 days 14:48:21,2,45 days 18:52:31,45 days 18:52:31,1
apache/directory-mavibot,0,NaT,NaT,7,0,0,NaT,NaT,7,NaT,NaT,1
apache/dubbo-website,72,30 days 13:26:22.430555555,7 days 02:01:30,65,92,611,6 days 20:48:55.132569558,0 days 11:48:43,138,-24 days +07:22:32.702014003,-7 days +09:47:13,615
apache/sling-org-apache-sling-sitemap,0,NaT,NaT,0,0,2,20 days 22:00:56.500000,20 days 22:00:56.500000,0,NaT,NaT,3
apache/cordova-plugin-whitelist,5,113 days 17:29:44.600000,1 days 02:58:17,14,6,0,NaT,NaT,7,NaT,NaT,0
apache/maven-gpg-plugin,0,NaT,NaT,11,0,22,441 days 18:30:54.818181816,16 days 00:06:04.500000,12,NaT,NaT,22
apache/directmemory-lightning,0,NaT,NaT,0,0,1,159 days 21:59:06,159 days 21:59:06,0,NaT,NaT,3
apache/solr-site,0,NaT,NaT,0,0,7,0 days 21:25:30.428571428,0 days 23:42:55,1,NaT,NaT,8
apache/sling-org-apache-sling-distribution-journal,14,2 days 09:42:51.214285714,0 days 10:35:58,0,14,3,1 days 18:55:36,0 days 02:20:33,1,-1 days +09:12:44.785714286,-1 days +15:44:35,3
apache/qpid-interop-test,1,220 days 22:23:10,220 days 22:23:10,45,0,0,NaT,NaT,41,NaT,NaT,2
apache/mina-asyncweb,0,NaT,NaT,18,0,0,NaT,NaT,20,NaT,NaT,3
apache/felix-atomos,16,0 days 07:43:03.500000,0 days 00:56:03.500000,1,16,3,2 days 06:06:48.666666666,0 days 22:43:02,4,1 days 22:23:45.166666666,0 days 21:46:58.500000,10
apache/wicket,79,12 days 18:14:44.164556962,0 days 21:51:10,120,83,49,87 days 06:58:57.387755102,2 days 21:55:33,154,74 days 12:44:13.223198140,2 days 00:04:23,50
apache/maven-indexer,13,106 days 13:37:13.461538462,19 days 15:21:47,27,14,82,52 days 11:37:45.658536585,6 days 11:58:19,22,-55 days +22:00:32.196998123,-14 days +20:36:32,74
apache/manifoldcf-integration-elasticsearch-2.0,0,NaT,NaT,0,0,3,71 days 02:08:42.333333333,89 days 22:22:59,1,NaT,NaT,5
apache/httpd-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/dubbo-sentinel-support,0,NaT,NaT,2,0,1,0 days 00:34:55,0 days 00:34:55,4,NaT,NaT,2
apache/myfaces-test,0,NaT,NaT,7,0,0,NaT,NaT,7,NaT,NaT,6
apache/santuario-java,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/apisix-website,72,10 days 06:57:41.958333333,0 days 13:28:40.500000,6,74,296,17 days 11:53:45.442567567,0 days 16:28:52.500000,47,7 days 04:56:03.484234234,0 days 03:00:12,282
apache/atlas-website,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-reporting-api,0,NaT,NaT,0,0,8,65 days 19:11:11.375000,68 days 00:02:46.500000,4,NaT,NaT,5
apache/maven-docck-plugin,1,257 days 21:24:25,257 days 21:24:25,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/netbeans-jackpot30,1,39 days 10:34:17,39 days 10:34:17,3,0,2,82 days 12:04:59.500000,82 days 12:04:59.500000,2,43 days 01:30:42.500000,43 days 01:30:42.500000,4
apache/camel-k,260,37 days 07:06:19.523076923,1 days 23:53:39,168,287,590,52 days 13:23:56.303389831,2 days 16:51:53,236,15 days 06:17:36.780312908,0 days 16:58:14,546
apache/geronimo-arthur,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,2
apache/rya,19,505 days 13:03:42.210526312,445 days 16:19:57,215,9,1,25 days 01:53:54,25 days 01:53:54,211,-481 days +12:50:11.789473688,-421 days +09:33:57,9
apache/sling-org-apache-sling-jcr-packageinit,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-jar-plugin,8,2 days 02:37:47.750000,0 days 01:05:59,12,11,17,121 days 11:55:34,6 days 07:38:09,15,119 days 09:17:46.250000,6 days 06:32:10,16
apache/uima-addons,0,NaT,NaT,3,0,1,999 days 00:53:49,999 days 00:53:49,4,NaT,NaT,17
apache/flink-connector-gcp-pubsub,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/mxnet-site,3,0 days 13:12:31.666666666,0 days 12:56:44,11,3,0,NaT,NaT,11,NaT,NaT,0
apache/inlong,389,8 days 19:24:04.573264781,0 days 10:07:07,61,418,2253,9 days 09:07:05.030181979,0 days 20:37:51,211,0 days 13:43:00.456917198,0 days 10:30:44,2266
apache/openwhisk-wskdeploy,5,5 days 03:30:25,1 days 21:42:33,155,11,2,41 days 11:51:49,41 days 11:51:49,179,36 days 08:21:24,39 days 14:09:16,1
apache/ozone-docker-testkrb5,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/infrastructure-kif,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-auth-xing-login,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0
apache/ambari,130,150 days 22:19:08.284615384,6 days 01:59:20,2076,147,358,83 days 16:47:38.357541899,2 days 20:37:18,2142,-68 days +18:28:30.072926515,-4 days +18:37:58,423
apache/mynewt-mcumgr-cli,5,19 days 14:11:54.200000,5 days 21:13:30,2,7,1,115 days 17:22:21,115 days 17:22:21,10,96 days 03:10:26.800000,109 days 20:08:51,2
apache/tomee-site-ng,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/pulsar-client-reactive,0,NaT,NaT,0,0,96,2 days 14:44:17.489583333,0 days 08:19:07,0,NaT,NaT,113
apache/incubator,26,2 days 19:01:24.961538461,2 days 02:20:02,27,30,1,0 days 00:19:31,0 days 00:19:31,21,-3 days +05:18:06.038461539,-3 days +21:59:29,3
apache/cloudstack-ec2stack,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-mom,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/skywalking-goapi,0,NaT,NaT,0,0,6,0 days 00:22:58,0 days 00:08:45,0,NaT,NaT,6
apache/karaf-minho,0,NaT,NaT,0,0,25,0 days 06:32:08.360000,0 days 00:48:52,0,NaT,NaT,37
apache/maven-shared-jar,1,0 days 04:16:18,0 days 04:16:18,0,1,1,0 days 21:50:03,0 days 21:50:03,0,0 days 17:33:45,0 days 17:33:45,1
apache/commons-rdf,0,NaT,NaT,23,0,26,35 days 05:29:28.461538461,17 days 06:57:51.500000,34,NaT,NaT,23
apache/couchdb-couch-log,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/couchdb-ets-lru,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/kafka-site,45,15 days 04:56:25.911111111,0 days 20:11:33,13,46,54,16 days 10:55:50.870370370,0 days 06:37:26,14,1 days 05:59:24.959259259,-1 days +10:25:53,55
apache/harmony-classlib,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/ant-ivy,0,NaT,NaT,408,4,2,711 days 06:43:27,711 days 06:43:27,419,NaT,NaT,2
apache/couchdb-hqueue,0,NaT,NaT,0,0,1,2 days 12:10:23,2 days 12:10:23,0,NaT,NaT,2
apache/sling-org-apache-sling-jcr-jackrabbit-accessmanager,0,NaT,NaT,0,0,3,2 days 16:13:41.666666666,2 days 21:18:20,0,NaT,NaT,3
apache/sling-adapter-annotations,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/ode-jacob,0,NaT,NaT,4,0,0,NaT,NaT,6,NaT,NaT,0
apache/xerces2-j,0,NaT,NaT,272,4,1,0 days 10:33:40,0 days 10:33:40,279,NaT,NaT,6
apache/cordova-plugin-camera,65,122 days 22:45:18.184615384,2 days 23:19:40,115,81,27,630 days 05:26:42.074074072,576 days 09:39:55,111,507 days 06:41:23.889458688,573 days 10:20:15,23
apache/distributedlog,0,NaT,NaT,86,0,0,NaT,NaT,89,NaT,NaT,4
apache/maven-shade-plugin,24,9 days 04:15:03.666666666,2 days 09:09:57.500000,76,32,44,113 days 12:28:00.409090910,12 days 17:38:34.500000,118,104 days 08:12:56.742424244,10 days 08:28:37,43
apache/sling-org-apache-sling-feature-inventoryprinter,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-discovery-oak,0,NaT,NaT,0,0,6,18 days 15:22:40.666666666,6 days 02:55:06.500000,1,NaT,NaT,6
apache/echarts-website,0,NaT,NaT,0,1,3,116 days 00:28:37.666666666,154 days 20:52:07,3,NaT,NaT,1
apache/airflow-configure-aws-credentials,1,1 days 15:34:03,1 days 15:34:03,0,2,0,NaT,NaT,2,NaT,NaT,0
apache/rocketmq-remoting,0,NaT,NaT,1,0,0,NaT,NaT,2,NaT,NaT,0
apache/fluo,13,253 days 08:42:35,0 days 17:31:35,133,9,8,300 days 06:14:53.625000,2 days 04:27:32.500000,128,46 days 21:32:18.625000,1 days 10:55:57.500000,8
apache/cordova-app-harness,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk-package-kafka,5,0 days 00:52:15.800000,0 days 00:07:58,31,6,1,0 days 01:18:52,0 days 01:18:52,29,0 days 00:26:36.200000,0 days 01:10:54,1
apache/santuario-cpp,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/maven-gh-actions-shared,0,NaT,NaT,0,0,12,5 days 10:41:11.083333333,0 days 13:21:24,0,NaT,NaT,13
